Achievements/AC01_DESC: 击败默哀守望者
UI_Extras/UNLOCK_PENITENT_BOSSRUSH_S: 外观解锁：<color=#29adff>绝诚</color>
UI_Extras/UNLOCK_PENITENT_DEMAKE: 皮肤解锁：<color=#4982d9>古法超绝</color>
UI_Extras/UNLOCK_PENITENT_ENDING_A: 外观解锁：<color=#67BCC6>奇迹之子</color>
UI_Extras/UNLOCK_PENITENT_ENDING_B: 外观解锁：<color=#DB5237>真实叛教者</color>
UI_Extras/UNLOCK_PENITENT_ENDING_C: 外观解锁：<color=#bb1a1b>楷罚</color>
UI_Extras/UNLOCK_PENITENT_GAMEBOY: 外观解锁：<color=#679655>冒险</color>
UI_Extras/UNLOCK_PENITENT_ISIDORA: 外观解锁：<color=#345fa3>冥颂</color>
UI_Extras/UNLOCK_PENITENT_KONAMI: 外观解锁：<color=#f26d50>古史</color>
UI_Extras/UNLOCK_PENITENT_OSSUARY: 外观解锁：<color=#DED299>藏骨瓮守望者</color>
UI_Extras/UNLOCK_PENITENT_PE01: 外观解锁：<color=#418096>笃信</color>
UI_Extras/UNLOCK_PENITENT_PE02: 外观解锁：<color=#a51b43>血心</color>
UI_Extras/UNLOCK_PENITENT_PE03: 外观解锁：<color=#4e2869>真罪</color>
UI_Extras/UNLOCK_PENITENT_SIERPES: 外观解锁：<color=#c47528>回影</color>
UI_Inventory/CAPTION_DECHIPER: 揭示
UI_Inventory/GRID_LABEL_ABILITIES: 技能
UI_Inventory/GRID_LABEL_BEADS: 诵经念珠
UI_Inventory/GRID_LABEL_COLLECTIBLE: 收藏品
UI_Inventory/GRID_LABEL_PRAYERS: 祷文
UI_Inventory/GRID_LABEL_QUESTITEM: 任务物品
UI_Inventory/GRID_LABEL_RELICS: 圣物
UI_Inventory/GRID_LABEL_STATUS: 状态
UI_Inventory/GRID_LABEL_SWORD: 孽刃之心
UI_Inventory/LABEL_BEADS_COLLECTED: 寻获诵经念珠：
UI_Inventory/LABEL_BUTTON_CLOSE: 关闭
UI_Inventory/LABEL_BUTTON_DECIPHER: 揭示
UI_Inventory/LABEL_BUTTON_EQUIP: 装备
UI_Inventory/LABEL_BUTTON_EXIT: 退出
UI_Inventory/LABEL_BUTTON_LORE: 学识
UI_Inventory/LABEL_BUTTON_READPRAYER: 阅读祷文
UI_Inventory/LABEL_BUTTON_UNEQUIP: 移除
UI_Inventory/LABEL_BUTTON_UNLOCK: 解锁
UI_Inventory/LABEL_COLLECTIBLES_COLLECTED: 寻获收藏品：
UI_Inventory/LABEL_COMPLETION: 完成进度：
UI_Inventory/LABEL_ITEMS_COLLECTED: 寻获任务物品：
UI_Inventory/LABEL_ITEM_FOUND: 你得到了：
UI_Inventory/LABEL_MEACULPA: 孽刃
UI_Inventory/LABEL_NO_FERVOYR: 信仰不足
UI_Inventory/LABEL_PRAYERS: 祷文
UI_Inventory/LABEL_PRAYERSEMPTY_NOPRAYERS: 尚未获得祷文
UI_Inventory/LABEL_PRAYERSEMPTY_SLOT: 空祷文槽
UI_Inventory/LABEL_PRAYERS_BUTTON_ACTIVATE: 装备祷文
UI_Inventory/LABEL_PRAYERS_BUTTON_DEACTIVATE: 解除祷文
UI_Inventory/LABEL_PRAYERS_BUTTON_DECEIPHER: 揭示祷文
UI_Inventory/LABEL_PRAYERS_COLLECTED: 寻获祷文：
UI_Inventory/LABEL_PRAYER_LOCKED: （锁定）
UI_Inventory/LABEL_PURGE_TOTAL: 总数
UI_Inventory/LABEL_RELICS_COLLECTED: 寻获圣物：
UI_Inventory/LABEL_RELIQUARY: 圣物匣
UI_Inventory/LABEL_ROSARY: 念珠串
UI_Inventory/LABEL_UPGRADES_COLLECTED: 寻获升级物品：
UI_Inventory/MEACULPA_LABEL: 孽刃：<color=#8b8560>{[meaculpa_level]}级</color>
UI_Inventory/SKILL_HELP_TEXT: 前往孽刃祭坛解锁新技能
UI_Inventory/TEXT_DOOR_CLOSED: 这扇门被机关关上了
UI_Inventory/TEXT_DOOR_NEED_OBJECT: 你需要<color=#ffffffff>{[object_caption]}</color>来打开这扇门
UI_Inventory/TEXT_DOOR_USE_OBJECT: 你使用了<color=#ffffffff>{[object_caption]}</color>
UI_Inventory/TEXT_ITEM_FOUND: 你得到了：
UI_Inventory/TEXT_ITEM_FOUND_BEAD: {[beads]}颗念珠
UI_Inventory/TEXT_ITEM_FOUND_BEADS: {[beads]}颗念珠
UI_Inventory/TEXT_ITEM_GIVE: 你给出了：
UI_Inventory/TEXT_POPUP_SKINUNLOCKED_BODY: 解锁外观
UI_Inventory/TEXT_POPUP_SKINUNLOCKED_TITLE: 新外观已在主菜单中可用
UI_Inventory/TEXT_QI75_FILLS: 璇玑圣杯已部分填满
UI_Inventory/TEXT_QI76_FILLS: 璇玑圣杯已完全填满
UI_Inventory/TEXT_QI76_OR_QI77_UNFILLS: 璇玑圣杯已被清空
UI_Inventory/TEXT_QUESTION_BUY_ITEM: 是否要为购买此物品花费
UI_Inventory/TEXT_QUESTION_GIVE_ITEM: 是否要给出
UI_Inventory/TEXT_QUESTION_GIVE_PURGE: 是否要支付
UI_Inventory/TEXT_SWORDHEART_HELP: 跪在圣地上，重铸孽刃之心
UI_MainMenu/LABEL_MAIN_CHANGE_LANGUAGE: 更改语言@
UI_MainMenu/LABEL_MAIN_CONTINUE: 朝圣之旅
UI_MainMenu/LABEL_MAIN_CORRUPT_FILE: @上一场比赛没有正确保存游戏。@@之前的稳定版本已经恢复。
UI_MainMenu/LABEL_MAIN_CREDITS: 制作人员
UI_MainMenu/LABEL_MAIN_EXIT: 退出
UI_MainMenu/LABEL_MAIN_EXTRAS: 额外内容
UI_MainMenu/LABEL_MAIN_MENU: 菜单
UI_MainMenu/LABEL_MAIN_RELOAD: 加载保存点
UI_MainMenu/LABEL_MAIN_SKINSELECTOR: 外观选择器
UI_MainMenu/LABEL_PLAY: 新游戏
UI_MainMenu/POPUP_GAMEMODE_UNLOCKED: 已解锁新的游戏模式
UI_Map/LABEL_BUTTON_ACCEPT: 接受
UI_Map/LABEL_BUTTON_APPLY: 申请
UI_Map/LABEL_BUTTON_BACK: 返回
UI_Map/LABEL_BUTTON_CENTER: 居中
UI_Map/LABEL_BUTTON_GAMEOPTIONS: 游戏选项
UI_Map/LABEL_BUTTON_MOVE: 移动
UI_Map/LABEL_BUTTON_NEXT: 下一个
UI_Map/LABEL_BUTTON_PIN: 标记
UI_Map/LABEL_BUTTON_PIN_DELETE: 删除标记
UI_Map/LABEL_BUTTON_PREVIOUS: 前一个
UI_Map/LABEL_BUTTON_SHOWHIDE_LEYEND: 显示/隐藏图例
UI_Map/LABEL_BUTTON_ZOOM: 缩放
UI_Map/LABEL_LEYEND_CHAPEL: 旅行教堂
UI_Map/LABEL_LEYEND_CLOSEDDOOR: 关闭的大门
UI_Map/LABEL_LEYEND_CONFESSOR: 悔过者
UI_Map/LABEL_LEYEND_FOUNTAIN: 喷泉
UI_Map/LABEL_LEYEND_GUILT: 罪过
UI_Map/LABEL_LEYEND_KNEELER: 神圣真主
UI_Map/LABEL_LEYEND_KNOTS: 念珠绳结
UI_Map/LABEL_LEYEND_MEACULPA: 孽刃祭坛
UI_Map/LABEL_LEYEND_OPENEDOOR: 门
UI_Map/LABEL_LEYEND_PENITENT: 忏悔者
UI_Map/LABEL_MENU_ACCESSIBILITY: 可接入设备
UI_Map/LABEL_MENU_ACCESSIBILITY_ACHIEVEMENTSPOPUPNABLED: 弹出成就解锁
UI_Map/LABEL_MENU_ACCESSIBILITY_RUMBLEENABLED: 手柄震动
UI_Map/LABEL_MENU_ACCESSIBILITY_SHAKEENABLED: 屏幕抖动
UI_Map/LABEL_MENU_AUDIO_EFFECTSVOLUME: 效果音量
UI_Map/LABEL_MENU_AUDIO_MASTERVOLUME: 总控音量
UI_Map/LABEL_MENU_AUDIO_MUSICVOLUME: 音乐音量
UI_Map/LABEL_MENU_AUDIO_VOICEOVERVOLUME: 语音音量
UI_Map/LABEL_MENU_CONTROLS: 控制
UI_Map/LABEL_MENU_EN_LANGUAGENAME: 英语
UI_Map/LABEL_MENU_ES_LANGUAGENAME: 西班牙语
UI_Map/LABEL_MENU_EXIT: 退出至主菜单
UI_Map/LABEL_MENU_GAME: 游戏
UI_Map/LABEL_MENU_GAME_AUDIOLANGUAGE: 音频语言
UI_Map/LABEL_MENU_GAME_CONTROLS: 控制
UI_Map/LABEL_MENU_GAME_CONTROLS_SHOW: 配置
UI_Map/LABEL_MENU_GAME_ENABLEHOWTOPLAY: 显示游戏玩法
UI_Map/LABEL_MENU_GAME_TEXTLANGUAGE: 文本语言
UI_Map/LABEL_MENU_LANGUAGE: 语言
UI_Map/LABEL_MENU_LANGUAGENAME: 中文
UI_Map/LABEL_MENU_OPTIONS: 选项
UI_Map/LABEL_MENU_RESUME: 继续游戏
UI_Map/LABEL_MENU_SOUND: 音频
UI_Map/LABEL_MENU_TIPS: 游戏玩法提示
UI_Map/LABEL_MENU_TRAVEL: 快速移动
UI_Map/LABEL_MENU_VIDEO: 视频
UI_Map/LABEL_MENU_VIDEO_BRIGTNESS: 亮度
UI_Map/LABEL_MENU_VIDEO_FILTERING: 滤镜
UI_Map/LABEL_MENU_VIDEO_FULLSCREEN: 全屏
UI_Map/LABEL_MENU_VIDEO_PIXELPERFECT: 完美像素
UI_Map/LABEL_MENU_VIDEO_RESOLUTION: 分辨率
UI_Map/LABEL_MENU_VIDEO_RESOLUTIONMODE: 缩放模式
UI_Map/LABEL_MENU_VIDEO_SCALE: 攀登
UI_Map/LABEL_MENU_VIDEO_VSYNC: 垂直同步
UI_Map/LABEL_MENU_VIDEO_WINDOWED: 窗口
UI_Map/LABEL_MENU_VIDEO_WINDOWMODE: 窗口模式
UI_Map/TEXT_NO_MAP: 地图不可用
UI_NoEquipable/LABEL_CANTUNEQUIP: 孽刃已完整。孽刃之心无法再进行更换
UI_NoEquipable/LABEL_DESCRIPTION: 纯绝孽刃之心会解锁孽刃的最终形态，这也就意味着无法装备其他孽刃之心。是否确定装备？
UI_NoEquipable/RESPONSE_NO: 不
UI_NoEquipable/RESPONSE_YES: 是的，装备
UI_PatchNotes/PATCH_2_0_NOTE_10: 玩家美工：@@-对一些灵魂进行了颜色调整，使其与某些地图更为搭配，玩家的灵魂也将得到调整。 @-新增了忏悔者的动画。
UI_PatchNotes/PATCH_2_0_NOTE_11: 过场动画美工：@@-游戏新增了过场动画。@-新增了导入过场动画。
UI_PatchNotes/PATCH_2_0_NOTE_12: 游戏体验平衡：@@-古斯托迪亚新增了三个传送门。@-游戏新增了一些区域与捷径。@-新增了一条道路，可以更加便捷地穿越古斯托迪亚。
UI_PatchNotes/PATCH_2_0_NOTE_13: 祷文平衡：@@-对伤害与热情消耗进行了调整@- 对某些祷文的视觉效果进行了提升@-这些祷文的效果会更加稳定。
UI_PatchNotes/PATCH_2_0_NOTE_14: 敌人平衡：@@-对一些敌人进行了调整，预估时间与刷新时间都有所改善。@- 对一些敌人的战斗行为进行了调整，他们能够在打斗中有更好的表现。如此一来可以减少不公平的战斗，使得打斗更为流畅。@-技能与攻击：@    -对玩家的命中体积和伤害区域进行了调整，这样战斗会更加公平。@    -对蓄力攻击和冲刺攻击进行了调整，在某些情况下可以击晕敌人。@    -对远程攻击伤害和消耗进行了平衡。现在造成的伤害与孽刃的等级成正比。
UI_PatchNotes/PATCH_2_0_NOTE_1: 真笃之痛模式：@@-在至少打通一次游戏后，玩家可以进入真笃之痛模式。@-该模式下游戏难度会有所提升，你最喜爱的道具和祷文将得以保留。你必须熟练掌握它们，才能勇往直前。
UI_PatchNotes/PATCH_2_0_NOTE_2: 忏悔系统：@@-在三种忏悔中选取一个，并迎接更为困难，甚至足以改变《Blasphemous》游戏面貌的挑战。@-只有在真笃之痛模式下才可以使用。
UI_PatchNotes/PATCH_2_0_NOTE_3: 清晓将动：@@-圣途的地下深埋着全新的任务挑战。@-只有在真笃之痛模式下才可以使用。
UI_PatchNotes/PATCH_2_0_NOTE_4: 地图系统：@@-完全重制整张地图。@-玩家可以在地图的任意角落安放自定义标记。@-地图现在可以进行像素级的完美缩放。@-现在可以在地图一角显示区域探索百分比。
UI_PatchNotes/PATCH_2_0_NOTE_5: 新物品：@@-添加新诵经念珠。@-添加新剑之心。@-添加新祷文。@-添加若干新任务物品。
UI_PatchNotes/PATCH_2_0_NOTE_6: NPC变动：@@-在阿尔贝罗的亵渎之池附近新增了一个NPC。@-NPC索利达已重制，并且有了新的对话。@-NPC基米诺已重做，他有了全新的灵魂。他的任务线也有些许修改。@- 一些NPC和头目新增了一些对话。
UI_PatchNotes/PATCH_2_0_NOTE_7: 旁白：@@-游戏新增了完整的西班牙语旁白。旁白语言可以在选项菜单中修改。@-一些现存的对话已经重新配音。
UI_PatchNotes/PATCH_2_0_NOTE_8: 杂项：@@-阿尔贝罗教堂内部新增了一个神秘布施箱。@-对下列敌人新增了处决：@    -Sister of the Charred Visage@    -Spear of the Cathedra@    - Guardainfante@    - Lunatic@    - Phalaris@    - Wandering Sepulcher@    - Carthos@-如果时机得当，对这些敌人施放忏悔技能可将其击晕。
UI_PatchNotes/PATCH_2_0_NOTE_9: 关卡美工：@@-下列地区有了新的美工设定：@@    -葬堂荒野@    -慈悲梦境@    - 怨念之崖@    -静默台阶庭院@    -骷髅地桥@    - 环刚铁木@    -神圣禁忌之墙@@-城镇中新增了居民若干，其中有一位非常乖巧可爱的小男孩。
UI_PatchNotes/PATCH_3_0_NOTE_1: 圣恸模式：@@-在这种全新的“首领突袭”模式中，将会与所有邪恶的首领激战@-有5条不同的征途，每一条都有两种难度@-试着刷新时间记录，达到最高阶位
UI_PatchNotes/PATCH_3_0_NOTE_2: 米莉恩的挑战：@@-米莉恩的全新任务，她是血色夜礼之星的化身@-为了能帮助她返回她的世界，你必须重新夺回水晶碎片，完成5项隐藏挑战，就可以夺回水晶碎片
UI_PatchNotes/PATCH_3_0_NOTE_3: 美工：@@-为主菜单添加了新背景@-当前关卡的各种要素都有所调整@-增加了新的动画场景
UI_PatchNotes/PATCH_3_0_NOTE_4: 音效：@@-为米莉恩配录了新的英语及西班牙语台词@-为狄俄索达多配录了新的台词
UI_PatchNotes/PATCH_3_0_NOTE_5: 新物品：@@-添加了新祷文@-添加了新的念珠
UI_PatchNotes/PATCH_3_0_NOTE_6: 语言：@@-新增了韩文@-多种语言版本进行了修正
UI_PatchNotes/PATCH_3_0_NOTE_7: 杂项：@@-新增了怀旧区@-新增了渲染模式菜单@-新增了一个菜单，可以查看游戏成就@-当你解锁成就时，系统会向你汇报@-修改了狄俄索达多的任务条件
UI_PatchNotes/PATCH_4_0_NOTE_1: 薄暮之伤@@- 通过完成新任务可以解锁新的结局，已加入到游戏主体中
UI_PatchNotes/PATCH_4_0_NOTE_2: 古斯托迪亚：@@- 古斯托迪亚现在有了一片全新的区域，名为『哀伤与浩劫』@- 『默哀同道会』和『雪盐回响』规模有所增加，有更多可探索的地方@- 现在古斯托迪亚的深渊中有两种颇具挑战性的全新首领出没
UI_PatchNotes/PATCH_4_0_NOTE_3: 美工：@@-为主菜单添加了新背景@-当前关卡的各种要素都有所调整@-增加了新的动画场景
UI_PatchNotes/PATCH_4_0_NOTE_4: NPC更改：@@- 有一个神秘人出现，是藏骨堂的守护者@- 图书馆中隐藏着一个新的NPC，钥匙之主会守护入口@- 某些NPC和首领增添了新的对话台词
UI_PatchNotes/PATCH_4_0_NOTE_5: 圣恸：@@- 该模式下增添了一条新的可解锁路线，所有新首领都在这里@    - 最后一条路线会打乱你挑战所有首领的顺序！
UI_PatchNotes/PATCH_4_0_NOTE_6: 音效：@@-为所有新角色配录了新的英语及西班牙语台词@-为狄俄索达多、埃达斯和克兰莎配录了新的台词
UI_PatchNotes/PATCH_4_0_NOTE_7: 新物品：@@-添加新任务物品@-添加新诵经念珠@-添加新祷文@-添加剑之心
UI_PatchNotes/PATCH_4_0_NOTE_8: 语言：@@-多种语言版本进行了修正
UI_PatchNotes/PATCH_4_0_NOTE_9: 杂项：@@- 在游戏中增添了6种新皮肤@- 对物品栏有所调整，以此来适应最大物品数
UI_PatchNotes/PATCH_NOTES: 补丁说明
UI_Penitences/ABANDON: 放弃
UI_Penitences/ABANDON_PENITENCE_HEADER: 激活忏悔
UI_Penitences/CHOOSE_NO_PENITENCE_CONFIRMATION: 选择是不可逆的，当你立下一个誓言后就无法取消。即便如此，你仍然确定要选择苦修吗？
UI_Penitences/CHOOSE_PENITENCE_ABANDON: 选择是不可逆的，你是否要放弃当前的誓言？
UI_Penitences/CHOOSE_PENITENCE_CONFIRMATION: 你只能立下一个誓言。确定要选择这种苦修方式吗？
UI_Penitences/CHOOSE_PENITENCE_HEADER: 选择忏悔
UI_Penitences/EMBRACE: 接受
UI_Penitences/NO_PENITENCE: 无忏悔
UI_Penitences/PE01_INFO: -你的右臂力量减弱，孽刃的威力减半。@-你的心灵变得更为强大，你坚定不移，热情不减。你的热情会持续恢复。@-痛苦使你无法集中精神。受到伤害时会减少热情值。
UI_Penitences/PE01_NAME: 笃信忏悔
UI_Penitences/PE02_INFO: -你的肌肤已被撕裂，驱使你不断前进的只有你的意志。你每受到一次伤害，就会损失一点生命球。@你的圣器受到奇迹的影响。圣水瓶会持续生成若干生命球，但是受到伤害时则会停止。@-你的敌人永不停歇，他们会在你返回一片区域后重生。
UI_Penitences/PE02_NAME: 血心忏悔
UI_Penitences/PE03_INFO: -决不允许失败。你死亡时所有的赎罪之泪都将归到罪过碎片之中。@-决不能反悔。你的你在战斗中阵亡后，罪过等级会达到最大值。@-你的痛苦无法缓解。圣水瓶无法治疗你，而是会补充你的热情。
UI_Penitences/PE03_NAME: 真罪忏悔
UI_Slot/LABEL_BUTTON_CANCEL: 取消
UI_Slot/LABEL_BUTTON_CONTINUE: 继续
UI_Slot/LABEL_BUTTON_DELETE: 删除
UI_Slot/LABEL_BUTTON_NEWGAME: 新游戏
UI_Slot/LABEL_BUTTON_UPGRADE: 登升
UI_Slot/LABEL_CONFIRM: 是否要删除所选游戏存档？
UI_Slot/LABEL_EMPTY: 空置
UI_Slot/LABEL_GAME++_DESCRIPTION: 开启一场全新的朝圣之旅，你的装备以及孽刃等级都将保留。@如果你完成了忏悔，成就和奖励也都将保留。你可以在这场全新的游戏中进行重新选择。@@你将会留在真痛模式。再次提醒，提升是永久的，一旦选择，绝无退路。
UI_Slot/LABEL_GAME+_DESCRIPTION: 将你保存的游戏提升至真笃之痛模式，你的旅途将会从重新开启，但是你的装备和升级都会保留下来。@在该模式下，忏悔者的朝圣之旅将会危机四伏，而且也会解锁忏悔祭坛。只有经过这些道路，才有机会发现古斯托迪亚隐藏的秘密。@@提升是永久的，一旦选择，绝无退路。
UI_Slot/LABEL_GAME+_QUESTION: 你确定要开始体验真笃之痛吗？
UI_Slot/LABEL_GAME+_TITLE: 登升至真笃之痛
UI_Slot/LABEL_SLOT_HEADER: 选择朝圣
UI_Slot/TEXT_SLOT_INFO: 游戏时间：{[playtime]} - 已完成{[completed]}%
UI_UpgradeFlask/UPGRADE_FLASK_ACCEPT: 升级圣水瓶
UI_UpgradeFlask/UPGRADE_FLASK_BILE_FLASK: 圣水瓶
UI_UpgradeFlask/UPGRADE_FLASK_ERROR_MESSAGE: 圣水瓶无法升级（缺少物品）
UI_UpgradeFlask/UPGRADE_FLASK_GIVE: （给予）
UI_UpgradeFlask/UPGRADE_FLASK_HEADER: 需要物品：
UI_UpgradeFlask/UPGRADE_FLASK_RETURN: 返回
UI_UpgradeFlask/UPGRADE_FLASK_SACRIFICE: （牺牲）
UnlockableSkill/CHARGED_1_CAPTION: 罪恶之怒
UnlockableSkill/CHARGED_1_DESCRIPTION: 忏悔者把孽刃的能量聚集在剑刃上，使出一次蓄力挥舞攻击并释放毁灭性的杀伤力
UnlockableSkill/CHARGED_1_INSTRUCTIONS: 按住[ACT:Attack]
UnlockableSkill/CHARGED_2_CAPTION: 神圣之怒
UnlockableSkill/CHARGED_2_DESCRIPTION: 忏悔者聚集能量的效率得到了提升，他现在能使用孽刃锋利的荆棘而非剑刃来蓄力了；这样一来，忏悔者就能更快地挥舞利刃，并使出毁灭性的蓄力攻击
UnlockableSkill/CHARGED_2_INSTRUCTIONS: 按住[ACT:Attack]
UnlockableSkill/CHARGED_3_CAPTION: 扭曲者之怒
UnlockableSkill/CHARGED_3_DESCRIPTION: 忏悔者使用孽刃所聚集的能量已经超越了极限，超出的能量将从剑刃上释放出来，对它所碰到的一切造成伤害
UnlockableSkill/CHARGED_3_INSTRUCTIONS: 按住[ACT:Attack]
UnlockableSkill/COMBO_1_CAPTION: 遗言
UnlockableSkill/COMBO_1_DESCRIPTION: 忏悔者使出四连击的终结攻击
UnlockableSkill/COMBO_1_INSTRUCTIONS: 反复按[ACT:Attack]
UnlockableSkill/COMBO_2_CAPTION: 飞升之锋
UnlockableSkill/COMBO_2_DESCRIPTION: 忏悔者使出终结攻击：向上斩击
UnlockableSkill/COMBO_2_INSTRUCTIONS: 使出一套完整的三连击后，同时按[ACT:Move Vertical+]+[ACT:Attack]
UnlockableSkill/COMBO_3_CAPTION: 苍蓝旋风
